asin,title,price,rating,reviews,countryOfOrigin,category1,bsr1,category2,bsr2,category3,bsr3,variations,sellers,fulfillment,revenue30Day,unitSales30Day,url,image,isPrime,isSponsored,pageNum,scrapedAt
"B0BXMSS8Z7","Kasa 1080p Indoor Pan/Tilt Wired Security Camera - Works as a Baby & Pet Monitor, Motion Detection & Tracking, 2-Way Audio, Night Vision, Subscription-Free Local Storage or Optional Cloud, EC71","$21.98","4.4","41200","Unknown","Baby","146","Dome Surveillance Cameras","1","Video Baby Monitors","3","3","2","FBA","$640,326.91","24,738","https://www.amazon.com/dp/B0BXMSS8Z7","https://m.media-amazon.com/images/I/61GrnhJtS7L._AC_UL320_.jpg","true","false","1","2026-01-28T11:05:18.014Z"
"B07BXKN3MW","Vmaisi 12 Pack Cabinet Locks Child Safety Latches - Baby Proofing Cabinets Drawer Lock with Adhesive Easy Installation - No Drilling or Extra Screws (White)","$9.49","4.2","11700","China","Baby","548","Child Safety Cabinet Locks","6","","","3","2","FBA","$74,445.99","6,609","https://www.amazon.com/dp/B07BXKN3MW","https://m.media-amazon.com/images/I/61YnDbdB2oL._AC_UL320_.jpg","true","false","1","2026-01-28T11:05:18.014Z"
"B07GF7YF41","Baby Car Mirror – The Safest Way to Keep an Eye on Your Little One | Shatterproof, Wide-Angle Car Mirror for Baby with Secure Straps & 360° Adjustability | Peace of Mind for Every Drive","$22.97","4.6","3900","India","Baby","26859","Rear Facing Car Seat Mirrors","100","","","1","1","FBA","$2,226.25","97","https://www.amazon.com/dp/B07GF7YF41","https://m.media-amazon.com/images/I/81nQ-7l9mYL._AC_UL320_.jpg","true","true","1","2026-01-28T11:05:18.015Z"
"B0FHVYR7KP","Cumbor 29.7""–51.5"" Extra Wide Baby Gate for Stairs, Pressure-Mounted Dog Gates for Doorways & Hallways, Auto-Close Walk-Through, No-Trip Design, Child Proof Safety, Dog/Pet Gate for Indoor Use, Brown","$99.99","4.6","881","USA","Baby","1746","Door & Stair Baby Gates","32","","","11","1","FBA","$80,515.16","634","https://www.amazon.com/dp/B0FHVYR7KP","https://m.media-amazon.com/images/I/71asdby8eSL._AC_UL320_.jpg","true","true","1","2026-01-28T11:05:18.015Z"
"B08H1R7SRF","Cumbor 29.7-46"" Baby Gate for Stairs, Mom's Choice Awards Winner-Auto Close Dog Gate for the House, Easy Install Pressure Mounted Pet Gates for Doorways, Easy Walk Thru Wide Safety Gate for Dog, Brown","$89.99","4.6","20300","USA","Baby","159","Door & Stair Baby Gates","2","","","25","1","FBA","$1,737,859.90","16,616","https://www.amazon.com/dp/B08H1R7SRF","https://m.media-amazon.com/images/I/71jmmCZTcGL._AC_UL320_.jpg","true","true","1","2026-01-28T11:05:18.016Z"
"B00JHKTDQG","Safety 1st Electrical Outlet Baby Proof Covers, Secure Outlet Plugs, Baby Proofing, 36 Count","$4.99","4.8","25300","Unknown","Baby","378","Electrical Safety Baby Products","3","","","2","4","AMZ","$54,531.86","8,174","https://www.amazon.com/dp/B00JHKTDQG","https://m.media-amazon.com/images/I/712xj4kARAL._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.335Z"
"B07WV24CKQ","Safety 1st Parent Grip Door Knob Covers, White, One Size,4 Count (Pack of 1) (HS3260600), Packaging may vary","$5.49","4.5","21700","Unknown","","","","","","","5","4","AMZ","$58,538.06","10,765","https://www.amazon.com/dp/B07WV24CKQ","https://m.media-amazon.com/images/I/61DCH38T72L._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.336Z"
"B09YM39DKP","8 pack Corner Protector for Baby, Clear Corner Protectors , Furniture Corner Guard & Edge Safety Bumpers , Baby Proof Bumper , Furniture & Table Edges Furniture & Sharp Corners Baby Proofing (L Shape)","$6.79","4.4","6900","China","Baby","328","Furniture Corner & Edge Safety Bumpers","4","","","10","1","FBA","$81,111.53","11,292","https://www.amazon.com/dp/B09YM39DKP","https://m.media-amazon.com/images/I/61dZJNysAeL._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.336Z"
"B0B3SK7RM8","Corner Protectors for Baby (12 Pack) - Patented - New & Improved Edge Protector for Baby – Transparent Corner Protectors - Baby Safety Products to Baby Proof Corners and Edges","$9.95","4.5","3700","USA","Baby","541","Furniture Corner & Edge Safety Bumpers","6","","","1","1","FBA","$82,047.34","8,499","https://www.amazon.com/dp/B0B3SK7RM8","https://m.media-amazon.com/images/I/7160TADl38L._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.336Z"
"B0CWS2NZ3K","Baby Bed Rail Guard for Toddlers - 47"" Toddler Bed Side Rails for Twin, Full, Queen Bunk Size Bed Swing Down Bedrail Extral Tall Child Safety Side Railing Guards for Kids","$32.16","4.4","1900","China","Baby","323","Baby & Toddler Bed Rails & Rail Guards","1","","","9","2","FBA","$347,701.48","8,911","https://www.amazon.com/dp/B0CWS2NZ3K","https://m.media-amazon.com/images/I/71lW1WT+bYL._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.337Z"
"B01N7H7J47","Outlet Covers Baby Proofing (50 Pack) Safe & Secure Electric Plug Protectors | Sturdy Childproof Socket Covers for Home & Office | Easy Installation | Protect Toddlers & Babies | White","$9.95","4.8","15900","USA","Baby","406","Electrical Safety Baby Products","4","","","2","1","FBA","$84,535.24","8,801","https://www.amazon.com/dp/B01N7H7J47","https://m.media-amazon.com/images/I/71aVFvOjJUL._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.337Z"
"B0C2DKCLBF","Nuby Bathtub Safety Spout Guard - Compatible with Most Standard Faucets - Bath Toys - Dolphin","$5.69","4.5","2100","Unknown","Baby","696","Kids' Bathroom Safety Products","3","","","4","1","AMZ","$39,163.31","6,874","https://www.amazon.com/dp/B0C2DKCLBF","https://m.media-amazon.com/images/I/518NrU2v-WL._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.338Z"
"B07RLXSQHG","Mom's Choice Gold Awards Winner - Stove Knob Covers for Child Safety (5 + 1 Pack) Double-Key Design and Upgraded Universal Size Gas Knob Covers Clear View Childproof Oven Knob Covers for Kids and Pets","$17.95","4.3","6200","China","Baby","784","Stove Safety Covers & Appliance Latches","2","","","1","1","FBA","$86,303.32","5,171","https://www.amazon.com/dp/B07RLXSQHG","https://m.media-amazon.com/images/I/714bPKYMbAL._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.338Z"
"B0C1V7SKMS","Furniture Anchors (10 Packs) Anti Tip Furniture Anchors for Baby Proofing, Furniture Wall Anchor Earthquake Straps for Furniture Dresser Wall Safety Anchor Furniture Fasteners to Wall, White","$8.90","4.7","1500","China","Baby","460","Child Safety Cabinet Straps","2","","","3","2","FBA","$71,167.03","7,416","https://www.amazon.com/dp/B0C1V7SKMS","https://m.media-amazon.com/images/I/61NKJY4t0OL._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.338Z"
"B0CYZNBB14","HelloBaby 4.3'' Video Baby Monitor with 30 Hours Battery, Remote Pan-Tilt-Zoom Baby Monitor No WiFi, Baby Monitor with Camera and Audio, Night Vision, ECO Mode, Two-way Talk, 8 Lullabies, 1000ft Range","$36.99","4.6","484","Hong Kong","Baby","775","Video Baby Monitors","8","","","1","2","FBA","$218,760.42","6,344","https://www.amazon.com/dp/B0CYZNBB14","https://m.media-amazon.com/images/I/71SoSkLHu8L._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.339Z"
"B08HRK9FTS","4our Kiddies Child Proof Cabinet Locks for Baby Proofing, 14 Pack Baby Proof Drawer Locks for Kids, Child Safety, Adjustable Child Locks for Cabinet and Drawers with 12 Extra 3M Adhesives, No Drilling","$9.99","4.5","12100","China","Baby","561","Child Safety Cabinet Straps","3","","","4","2","FBA","$67,775.10","6,697","https://www.amazon.com/dp/B08HRK9FTS","https://m.media-amazon.com/images/I/61SNr0ZQrYL._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.339Z"
"B086134T3T","4our Kiddies Baby-Proof Outlet Covers (60 Pack) - Child Safety Electric Plug Protectors to Prevent Power Shock","$9.99","4.5","5600","China","Baby","833","Electrical Safety Baby Products","8","","","1","1","FBA","$49,463.61","5,134","https://www.amazon.com/dp/B086134T3T","https://m.media-amazon.com/images/I/71b6CbdcIhL._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.339Z"
"B0BHZWRY8W","Dr. Brown's CleanUp Dino-Pour Baby Bath Rinse Cup, Tear-Free Rinsing for Babies and Toddlers, BPA Free","$5.99","4.8","3000","Unknown","Baby","804","Kids' Bathroom Safety Products","4","","","7","3","AMZ","$37,536.79","6,583","https://www.amazon.com/dp/B0BHZWRY8W","https://m.media-amazon.com/images/I/71ifcE2kb9L._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.340Z"
"B07YK6SK1S","6 Pack Vmaisi Multi-Use Adhesive Straps Locks - Childproofing Baby Proofing Cabinet Latches for Drawers, Fridge, Dishwasher, Toilet Seat, Cupboard, Oven,Trash Can, No Drilling (White) (6)","$7.21","4.4","12300","China","Baby","671","Child Safety Cabinet Locks","8","","","5","1","FBA","$64,889.02","6,230","https://www.amazon.com/dp/B07YK6SK1S","https://m.media-amazon.com/images/I/61-nQPcpL2L._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.340Z"
"B07MLFKP1G","Cumbor 29.7-46"" Baby Gate for Stairs, Toddler Safety Essentials for The House, Auto Close Dog Gate for Doorways, Mom's Choice Awards Winner-Easy Install Pressure Mounted Pet Gates for Dogs, White","$89.99","4.6","20300","USA","Baby","159","Door & Stair Baby Gates","2","","","25","1","FBA","$1,737,859.90","16,616","https://www.amazon.com/dp/B07MLFKP1G","https://m.media-amazon.com/images/I/81lRWmHI72L._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.341Z"
"B08DS4KFS5","2 Pack Vmaisi Magnetic Cabinet Locks Keys - Extra Stronger Baby Proofing Magnet Drawer Replacement Keys (2)","$9.49","4.8","4600","China","Baby","772","Child Safety Guards & Locks","15","","","4","1","FBA","$16,197.79","1,484","https://www.amazon.com/dp/B08DS4KFS5","https://m.media-amazon.com/images/I/51tKBLQQjhL._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.341Z"
"B0BP777J2W","24 Pack Outlet Covers & Removal Tool Baby Proofing, Provide Shock Prevention and Easy Installation, Safe and Secure Plastic Plug Covers for Power Sockets (24 Outlet Covers)","$7.95","4.7","670","USA","Baby","795","Electrical Safety Baby Products","7","","","2","1","FBA","$50,167.19","6,007","https://www.amazon.com/dp/B0BP777J2W","https://m.media-amazon.com/images/I/617XjLh1JtL._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.342Z"
"B08KWM5RWG","Child Safety Door Knob Cover (4 Pack) Hard-to-Remove Dual-Lock Door Handle Covers for Kids - Reusable Baby Proof Door Knob Locks - Installs Easily, No Tools Needed (White)","$8.99","4.6","5600","USA","Baby","444","Child Safety Guards & Locks","7","","","3","1","FBA","$68,148.53","7,580","https://www.amazon.com/dp/B08KWM5RWG","https://m.media-amazon.com/images/I/6120iQS-Y2L._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.342Z"
"B08PCZDV3G","Jetec 10 Pieces Cabinet Locks for Babies, U-Shaped Proofing Drawers Safety Child Locks Adjustable, Easy to Use Childproof Latch for Knob Handle on Kitchen Door Storage Cupboard Closet (White)","$14.99","4.5","5800","China","Baby","538","Child Safety Cabinet Locks","5","","","9","1","FBA","$115,182.30","7,592","https://www.amazon.com/dp/B08PCZDV3G","https://m.media-amazon.com/images/I/8122TeOBUIL._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.342Z"
"B000HKVG9C","Safety 1st Outlet Cover with Cord Shortener for Baby Proofing","$4.39","4.5","10400","Unknown","Baby","683","Electrical Safety Baby Products","5","","","3","4","AMZ","$23,663.71","5,411","https://www.amazon.com/dp/B000HKVG9C","https://m.media-amazon.com/images/I/71Ozo0ZeJ0L._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.343Z"
"B07TV9QY16","Goodv Child Safety Cabinet Locks - (10 Pack) Baby Proofing Latches to Drawer Door Fridge Oven Toilet Seat Kitchen Cupboard Appliance Trash Can with 3M Adhesive - Adjustable Strap No Drill No Tool","$9.99","4.4","8000","China","Baby","787","Child Safety Cabinet Locks","10","","","2","1","FBA","$67,863.43","5,286","https://www.amazon.com/dp/B07TV9QY16","https://m.media-amazon.com/images/I/61jnKZrozRS._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.344Z"
"B0CBK5H1HK","DoHonest Baby Car Camera 7-Inch: USB Plug and Play Easy Setup 360 Degree Rotating Backseat Camera Two Kids HD 1080P Rear Facing Car Seat Cameras Clear Night Vision -V9","$35.99","4.7","772","China","Baby","1022","Video Baby Monitors","10","","","1","5","FBA","$171,007.41","4,752","https://www.amazon.com/dp/B0CBK5H1HK","https://m.media-amazon.com/images/I/71SpC8XS9ZL._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.344Z"
"B0F891S3KK","Baby Gate No Drilling, 29""-40"" Auto Close Dog Gate Indoor for Doorways & Stairs, Pressure Mounted Adjustable Pet Gate, Easy Walk Through Child Gate for Children & Pets Stroller Friendly, White","$45.99","4.5","357","USA","Baby","689","Door & Stair Baby Gates","10","","","19","1","FBA","$263,188.72","5,189","https://www.amazon.com/dp/B0F891S3KK","https://m.media-amazon.com/images/I/71NhNHEGgwL._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.345Z"
"B0B5VPJ4MD","5 Pack Child Proof Refrigerator Lock, QYESWHSR Fridge Locks for Kids with Sticky Adhesive Pads, Child Safety Locks for Doors, RV Refrigerator, Oven Lock Child Safety Baby Cabinet Locks - Grey Updated","$9.99","4.5","3200","China","Baby","722","Stove Safety Covers & Appliance Latches","3","Child Safety Cabinet Locks","9","5","1","FBA","$84,207.37","8,307","https://www.amazon.com/dp/B0B5VPJ4MD","https://m.media-amazon.com/images/I/61xfx8SXcCL._AC_UL320_.jpg","true","false","2","2026-01-28T11:11:30.345Z"
"B0DMW9GTGT","Cumbor 29.2–43"" Baby Gate for Stairs, Wall-Mounted (Drill Required), Expandable No Bottom Bar Dog Gate, Auto Close Extra Wide Walk Thru, Pet & Toddler Proof Gate, Top & Bottom of Stairways(Black)","$59.98","4.6","711","USA","Baby","797","Door & Stair Baby Gates","13","","","10","1","FBA","$660,792.86","5,761","https://www.amazon.com/dp/B0DMW9GTGT","https://m.media-amazon.com/images/I/81ibn6oLzXL._AC_UL320_.jpg","true","true","2","2026-01-28T11:11:30.346Z"
"B0BYMYSH4Y","Babelio Baby Gate for Stairs, Kitchen & Doorways, No Bottom Bar| One-Handed Operation| Auto-Close| Hardware Mount (Drill Needed) Safety Dog/Pet Gate (Black - B17, 26-43"" W, 28"" H)","$59.99","4.3","5300","China","Baby","811","Door & Stair Baby Gates","14","","","22","2","FBA","$422,276.33","4,946","https://www.amazon.com/dp/B0BYMYSH4Y","https://m.media-amazon.com/images/I/81PfAJJGEaL._AC_UL320_.jpg","true","true","2","2026-01-28T11:11:30.346Z"
"B0DQCX54LZ","InnoTruth 29.5–40.75"" Baby Gate for Stairs, 30"" Tall Dog Gates for Doorways & Hallways, Safety Gate for Kids & Pets, Pressure-Mounted Walk-Through with Dual Lock & 2-Way Swing, Black","$49.99","4.5","2300","USA","Baby","733","Door & Stair Baby Gates","11","","","9","1","FBA","$295,934.23","5,652","https://www.amazon.com/dp/B0DQCX54LZ","https://m.media-amazon.com/images/I/71fL3pagjlL._AC_UL320_.jpg","true","true","2","2026-01-28T11:11:30.347Z"
"B0829KDY9X","TP-Link Tapo Pan/Tilt Security Camera for Baby Monitor, Pet Camera w/Motion Detection, 1080P, 2-Way Audio, Night Vision, Cloud & SD Card Storage, Works with Alexa & Google Home (Tapo C200)","$17.98","4.5","39600","Unknown","Baby","418","Dome Surveillance Cameras","4","Video Baby Monitors","5","4","2","AMZ","$153,597.86","7,735","https://www.amazon.com/dp/B0829KDY9X","https://m.media-amazon.com/images/I/41tRa2xorHL._AC_UL320_.jpg","true","false","3","2026-01-28T11:18:27.517Z"
"B07K9NQQ4D","Toilet Locks Baby Proof (2-Pack) Ideal Baby Proof Toilet Lid Lock with Arm – No Tools Needed Easy Installation with 3M Adhesive – Top Safety Toilet Seat Lock – Fits Most Toilets, White","$12.99","4.5","4800","USA","Baby","1051","Kids' Bathroom Safety Products","7","","","2","1","FBA","$55,434.21","4,267","https://www.amazon.com/dp/B07K9NQQ4D","https://m.media-amazon.com/images/I/71zK-cNpBnL._AC_UL320_.jpg","true","false","3","2026-01-28T11:18:27.517Z"
"B00JU3JMHK","Roving Cove HeftyFit Corner Protector for Baby (4 Large Corners), Heavy-Duty Soft Rubber Foam Furniture Corner Bumper Guards, 3M Adhesive Pre-Taped, Onyx Black","$6.89","4.6","16600","USA","Baby","216","Furniture Corner & Edge Safety Bumpers","3","","","16","1","FBA","$101,862.63","12,945","https://www.amazon.com/dp/B00JU3JMHK","https://m.media-amazon.com/images/I/61dIhLKsBHL._AC_UL320_.jpg","true","false","3","2026-01-28T11:18:27.518Z"
